num_articles;start;stop;elapsed;rate
100;2022-10-06T20:38:10.692Z;2022-10-06T20:38:10.751Z;.059000000;1694.915
100;2022-10-06T20:38:17.351Z;2022-10-06T20:38:17.402Z;.051000000;1960.784
100;2022-10-06T20:38:23.834Z;2022-10-06T20:38:23.900Z;.066000000;1515.151
100;2022-10-06T20:38:30.134Z;2022-10-06T20:38:30.200Z;.066000000;1515.151
100;2022-10-06T20:38:36.559Z;2022-10-06T20:38:36.623Z;.064000000;1562.500
100;2022-10-06T20:38:43.082Z;2022-10-06T20:38:43.134Z;.052000000;1923.076
100;2022-10-06T20:38:50.217Z;2022-10-06T20:38:50.268Z;.051000000;1960.784
100;2022-10-06T20:38:56.800Z;2022-10-06T20:38:56.860Z;.060000000;1666.666
100;2022-10-06T20:39:03.316Z;2022-10-06T20:39:03.380Z;.064000000;1562.500
100;2022-10-06T20:39:09.730Z;2022-10-06T20:39:09.794Z;.064000000;1562.500
100;2022-10-06T20:39:16.386Z;2022-10-06T20:39:16.465Z;.079000000;1265.822
100;2022-10-06T20:39:22.943Z;2022-10-06T20:39:23.008Z;.065000000;1538.461
100;2022-10-06T20:39:29.606Z;2022-10-06T20:39:29.664Z;.058000000;1724.137
100;2022-10-06T20:39:36.119Z;2022-10-06T20:39:36.168Z;.049000000;2040.816
100;2022-10-06T20:39:42.653Z;2022-10-06T20:39:42.719Z;.066000000;1515.151
100;2022-10-06T20:39:49.294Z;2022-10-06T20:39:49.360Z;.066000000;1515.151
100;2022-10-06T20:39:55.876Z;2022-10-06T20:39:55.929Z;.053000000;1886.792
1000;2022-10-06T20:42:47.365Z;2022-10-06T20:42:47.838Z;.473000000;2114.164
1000;2022-10-06T20:43:27.645Z;2022-10-06T20:43:28.101Z;.456000000;2192.982
1000;2022-10-06T20:44:08.088Z;2022-10-06T20:44:08.556Z;.468000000;2136.752
1000;2022-10-06T20:44:49.411Z;2022-10-06T20:44:49.879Z;.468000000;2136.752
1000;2022-10-06T20:45:30.349Z;2022-10-06T20:45:30.830Z;.481000000;2079.002
1000;2022-10-06T20:46:11.069Z;2022-10-06T20:46:11.540Z;.471000000;2123.142
1000;2022-10-06T20:46:51.352Z;2022-10-06T20:46:51.798Z;.446000000;2242.152
1000;2022-10-06T20:47:32.368Z;2022-10-06T20:47:32.844Z;.476000000;2100.840
1000;2022-10-06T20:48:13.060Z;2022-10-06T20:48:13.512Z;.452000000;2212.389
1000;2022-10-06T20:48:53.176Z;2022-10-06T20:48:53.637Z;.461000000;2169.197
1000;2022-10-06T20:49:34.276Z;2022-10-06T20:49:34.749Z;.473000000;2114.164
1000;2022-10-06T20:50:15.414Z;2022-10-06T20:50:15.864Z;.450000000;2222.222
1000;2022-10-06T20:50:55.354Z;2022-10-06T20:50:55.818Z;.464000000;2155.172
1000;2022-10-06T20:51:34.935Z;2022-10-06T20:51:35.401Z;.466000000;2145.922
1000;2022-10-06T20:52:16.154Z;2022-10-06T20:52:16.619Z;.465000000;2150.537
10000;2022-10-06T21:07:04.933Z;2022-10-06T21:07:09.909Z;4.976000000;2009.646
10000;2022-10-06T21:15:19.075Z;2022-10-06T21:15:24.020Z;4.945000000;2022.244
10000;2022-10-06T21:23:31.299Z;2022-10-06T21:23:36.213Z;4.914000000;2035.002
10000;2022-10-06T21:31:45.001Z;2022-10-06T21:31:49.917Z;4.916000000;2034.174
10000;2022-10-06T21:39:59.011Z;2022-10-06T21:40:03.956Z;4.945000000;2022.244
10000;2022-10-06T21:48:15.405Z;2022-10-06T21:48:20.359Z;4.954000000;2018.570
10000;2022-10-06T21:56:22.518Z;2022-10-06T21:56:27.456Z;4.938000000;2025.111
10000;2022-10-06T22:04:37.294Z;2022-10-06T22:04:42.259Z;4.965000000;2014.098
10000;2022-10-06T22:12:47.689Z;2022-10-06T22:12:52.650Z;4.961000000;2015.722
10000;2022-10-06T22:21:05.065Z;2022-10-06T22:21:10.049Z;4.984000000;2006.420
50000;2022-10-06T23:47:06.717Z;2022-10-06T23:47:31.811Z;25.094000000;1992.508
50000;2022-10-07T00:37:03.800Z;2022-10-07T00:37:28.938Z;25.138000000;1989.020
50000;2022-10-07T01:27:01.691Z;2022-10-07T01:27:26.977Z;25.286000000;1977.378
50000;2022-10-07T02:17:15.070Z;2022-10-07T02:17:40.140Z;25.070000000;1994.415
50000;2022-10-07T03:07:05.450Z;2022-10-07T03:07:30.856Z;25.406000000;1968.039
